_id,Ministry,Ministere,Agency,Organisme,Position,Poste,Member / Membre,Term Start / Debut du mandat,Term End / Fin du mandat,Location / Emplacement
3483,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Robert Latta,2020-06-17,2023-06-16T00:00:00,Brantford
3484,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Jeff Miller,2020-07-15,2023-07-14T00:00:00,Port Dover
3485,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Craig Grice,2020-09-02,2023-09-01T00:00:00,Caledonia
3486,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Justin Bester,2021-11-04,2024-11-03T00:00:00,Brantford
3487,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Adrienne Reddecopp,2022-01-10,2025-01-09T00:00:00,Delhi
3488,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Melissa Collver,2022-01-10,2025-01-09T00:00:00,Wilsonville
3489,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Sasha Hill,2022-01-10,2025-01-09T00:00:00,Brantford
3490,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Teresa Percival,2022-01-10,2025-01-09T00:00:00,Brantford
3491,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Martina Esbaugh,2022-02-28,2025-02-27T00:00:00,Brantford
3492,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Grand River - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Grand River - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Helen Schultz,2022-04-11,2025-04-10T00:00:00,Brantford
3493,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Chair (Part-Time),Présidence (Temps Partiel),J.Sonja Glass,2022-02-25,2023-02-24T00:00:00,Meaford
3494,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),John McDougall,2020-03-13,2023-03-12T00:00:00,Brockton
3495,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),John Mcleod,2020-05-27,2023-05-26T00:00:00,LISTOWEL
3496,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Katie DeBlock Boersma,2020-11-10,2023-11-09T00:00:00,Mitchell
3497,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Emma Bartz,2020-12-03,2023-12-02T00:00:00,Goderich
3498,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Harold Kloeze,2020-12-03,2023-12-02T00:00:00,Owen Sound
3499,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),HUGH WILSON,2020-12-03,2023-12-02T00:00:00,OWEN SOUND
3500,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Tonya Haverkamp,2020-12-03,2023-12-02T00:00:00,Listowel
3501,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),William Pearson,2020-12-03,2023-12-02T00:00:00,Hanover
3502,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Dave Tiffin,2021-01-08,2024-01-07T00:00:00,Wingham
3503,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),charles Tatham,2021-04-16,2024-04-15T00:00:00,Singhampton
3504,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport","Grant Review Team - Grey, Bruce, Huron, Perth - Ontario Trillium Foundation","Équipe D'évaluation Des Demandes De Subvention - Grey, Bruce, Huron Et Perth - Fondation Trillium De",Member (Part-Time),Membre (Temps Partiel),Robert Parker,2021-10-21,2024-10-20T00:00:00,Stratford
3505,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Chair (Part-Time),Présidence (Temps Partiel),Dianne Lawson,2022-03-21,2023-03-20T00:00:00,Mississauga
3506,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Nadirah Nazeer,2020-03-06,2023-03-05T00:00:00,Oakville
3507,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Obaro Akpomena,2020-03-13,2023-03-12T00:00:00,Oakville
3508,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Ranjan Thomas,2020-03-13,2023-03-12T00:00:00,Brampton
3509,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Sarbjeet Saini,2020-09-18,2023-09-17T00:00:00,BRAMPTON
3510,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),William Laidlaw,2020-09-18,2023-09-17T00:00:00,Burlington
3511,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Taran Chahal,2020-10-01,2023-09-30T00:00:00,Brampton
3512,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Jane Galbraith,2020-11-10,2023-11-09T00:00:00,Burlington
3513,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Cynthia Oudin,2021-04-16,2024-04-15T00:00:00,Caledon
3514,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Xinyi Zhang,2021-09-29,2024-09-28T00:00:00,Burlington
3515,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Angela Panacci,2022-02-25,2025-02-24T00:00:00,Caledon
3516,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Chris Tabulski,2022-02-25,2025-02-24T00:00:00,Mississauga
3517,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Jermaine Chambers,2022-02-25,2025-02-24T00:00:00,Brampton
3518,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Dianne Lawson,2022-03-21,2025-03-20T00:00:00,Mississauga
3519,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Naval Bajaj,2022-04-11,2025-04-10T00:00:00,Brampton
3520,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Dave Kentner,2022-05-16,2025-05-15T00:00:00,Georgetown
3521,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Halton-Peel - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Halton-Peel - Fondation Trillium De L'ontario,Member (Part-Time),Membre (Temps Partiel),Mariano Guirguis,2022-11-24,2025-11-23T00:00:00,Oakville
3522,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Chair (Part-Time),Présidence (Temps Partiel),Carol Lazich,2022-03-02,2023-03-01T00:00:00,HAMILTON
3523,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Peter Dyakowski,2020-04-02,2023-04-01T00:00:00,Hamilton
3524,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Hugo Gatsby,2020-04-21,2023-04-20T00:00:00,Hamilton
3525,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Carol Lazich,2020-10-01,2023-09-30T00:00:00,HAMILTON
3526,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),loren lieberman,2020-10-01,2023-09-30T00:00:00,Middleport
3527,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Scott Collings,2020-10-01,2023-09-30T00:00:00,Ancaster
3528,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Shirley Elms,2020-10-01,2023-09-30T00:00:00,Dundas
3529,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),Ira Greenspoon,2020-11-10,2023-11-09T00:00:00,Dundas
3530,"Tourism, Culture and Sport","Ministère du Tourisme, de la Culture et du Sport",Grant Review Team - Hamilton - Ontario Trillium Foundation,Équipe D'évaluation Des Demandes De Subvention - Hamilton - Wentworth - Fondation Trillium De L'onta,Member (Part-Time),Membre (Temps Partiel),David March,2021-02-04,2024-02-03T00:00:00,Hamilton
