 Amount ,Ministry,Category,Payment Detail,Recipient,Statutory,Additional Detail
" $5,092,633 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No 7) Gp Inc As General Partner Of Cvh (No 7) Lp,No Value,No Value
" $21,866,685 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No 8) Gp Inc,No Value,No Value
" $10,124,952 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No. 4) Gp Inc,No Value,No Value
" $21,931,783 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No.1) Lp,No Value,No Value
" $19,849,635 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No.2) Lp,No Value,No Value
" $38,621,742 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Cvh (No.9) Gp Inc/Southbridge Care Homes/Southbridge Healthcare Lp,No Value,No Value
" $1,514,471 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Deep River And District Hospital,No Value,No Value
" $15,475,679 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Delcare Cawthra Gardens,No Value,No Value
" $5,413,266 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Delhi Nursing Home,No Value,No Value
" $5,589,638 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Derbeckers Heritage House Ltd,No Value,No Value
" $1,000,300 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Municipality Of Muskoka,No Value,No Value
" $1,091,000 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Cochrane Social Services Administration Board,No Value,No Value
" $10,510,884 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Kenora Home For The Aged,No Value,No Value
" $4,313,894 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Manitoulin Board,No Value,No Value
" $1,000,000 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Nipissing Social Services Administration Board,No Value,No Value
" $500,000 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Sault Ste Marie Social Services Administration Board,No Value,No Value
" $500,000 ",Ministry Of Long-Term Care,Transfer Payments,No Value,District Of Timiskaming Social Services Admin Board,No Value,No Value
" $5,537,224 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Dover Cliffs Operating Inc (O/A Dover Cliffs),No Value,No Value
" $22,685,110 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Dtoc Ii Long Term Care Lp (O/A Ownership Of Real Estate),No Value,No Value
" $19,186,751 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Dtoc Lon G Term Care Lp (O/A Ownership Of Real Estate),No Value,No Value
" $17,158,297 ",Ministry Of Long-Term Care,Transfer Payments,No Value,East Nipissing District Home For The Aged (O/A Cassellholme),No Value,No Value
" $9,609,076 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Eastholme East District Of Parry Sound Home For The Aged,No Value,No Value
" $4,487,184 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Eden House Care Facility Inc,No Value,No Value
" $4,357,480 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Edgewater Gardens Long Term Care Centre,No Value,No Value
" $9,846,299 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Elm Grove Living Centre Inc,No Value,No Value
" $3,954,661 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Elmwood Place Operating Inc,No Value,No Value
" $2,839,387 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Espanola General Hospital,No Value,No Value
" $2,883,640 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Estonian Relief Committee In Canada,No Value,No Value
" $430,676,586 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Extendicare (Canada) Inc,No Value,No Value
" $12,080,485 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Extendicare Central Ontario Inc,No Value,No Value
" $28,072,170 ",Ministry Of Long-Term Care,Transfer Payments,No Value,F J Davey Home,No Value,No Value
" $20,725,006 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Fairhaven Home For Senior Citizens,No Value,No Value
" $18,434,563 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Fairview Lodge,No Value,No Value
" $6,638,195 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Fairview Mennonite Homes,No Value,No Value
" $647,521 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Family Councils Of Ontario,No Value,No Value
" $11,343,829 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Fiddick's Nursing Home Ltd,No Value,No Value
" $8,817,031 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Finlandia Nursing Home Ltd,No Value,No Value
" $4,683,777 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Foyer Des Pionniers,No Value,No Value
" $4,939,010 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Foyer Richelieu Welland Inc,No Value,No Value
" $3,514,801 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Garden Court Nursing Home,No Value,No Value
" $27,579,072 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Gem Health Care Group,No Value,No Value
" $4,806,131 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Genesis Gardens Inc,No Value,No Value
" $8,271,367 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Gibson Holdings (Ontario) Ltd,No Value,No Value
" $19,016,227 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Glebe Centre Inc,No Value,No Value
" $31,564,321 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Glen Hill Terrace Christian Homes Inc,No Value,No Value
" $3,251,060 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Golden Dawn Senior Citizens Home,No Value,No Value
" $7,339,876 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Golden Years Nursing Homes (Cambridge) Inc,No Value,No Value
" $30,034,990 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Governing Council Of The Salvation Army In Canada,No Value,No Value
" $16,174,168 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Grace Villa Limited,No Value,No Value
" $10,040,992 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Grove Park Home For Senior Citizens Inc,No Value,No Value
" $6,730,240 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Haliburton Highlands Health Services Corporation,No Value,No Value
" $3,243,848 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hanover Care Centre,No Value,No Value
" $6,837,627 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hanover Operating Inc (O/A The Village Seniors Community),No Value,No Value
" $7,620,849 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hardy Terrace Ltc Operating Limited,No Value,No Value
" $9,173,086 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Harold And Grace Baker Centre,No Value,No Value
" $9,797,013 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Heartwood Operating Inc (O/A Heartwood),No Value,No Value
" $8,278,149 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Heidehof Home For The Aged,No Value,No Value
" $6,515,713 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hellenic Care For Seniors (Toronto),No Value,No Value
" $12,130,031 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hellenic Home For The Aged Inc,No Value,No Value
" $16,172,845 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Henley Place Limited,No Value,No Value
" $14,077,437 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Heritage Green Nursing Home,No Value,No Value
" $11,957,118 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hillcrest Village Inc,No Value,No Value
" $4,807,956 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Hilltop Manor Nursing Home Ltd,No Value,No Value
" $36,175,850 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Holland Christian Homes Inc,No Value,No Value
" $98,613,441 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Humber River Hospital,No Value,No Value
" $12,456,815 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Humber Valley Terrace Operating Inc (O/A Humber Valley Terrace),No Value,No Value
" $6,521,760 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Huntsville District Nursing Home Inc,No Value,No Value
" $17,463,966 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Idlewyld Manor,No Value,No Value
" $9,663,482 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Ina Grafton Gage Home Toronto,No Value,No Value
" $15,086,884 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Ioof Seniors Homes Inc,No Value,No Value
" $4,420,940 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Iroquois Lodge Nursing Home,No Value,No Value
" $613,333 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Ismp Canada (Institute For Safe Medication Practices Canada),No Value,No Value
" $6,383,639 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Ivan Franko Homes,No Value,No Value
" $14,510,381 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Jarlette Limited,No Value,No Value
" $12,874,651 ",Ministry Of Long-Term Care,Transfer Payments,No Value,John Noble Home,No Value,No Value
" $5,243,108 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Keay Nursing Homes Inc,No Value,No Value
" $1,551,697 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Kemptville District Hospital,No Value,No Value
" $658,500 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Kenora District Services Board,No Value,No Value
" $25,147,326 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Kensington Health Centre,No Value,No Value
" $2,919,810 ",Ministry Of Long-Term Care,Transfer Payments,No Value,King City Lodge Nursing Home,No Value,No Value
" $10,217,144 ",Ministry Of Long-Term Care,Transfer Payments,No Value,King Nursing Home Ltd,No Value,No Value
" $4,814,459 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Kingsway Lodge Nursing Home,No Value,No Value
" $6,703,058 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Knollcrest Lodge,No Value,No Value
" $8,381,853 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Kristus Darzs Latvian Home,No Value,No Value
" $6,863,492 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Labdara Lithuanian Nursing Home,No Value,No Value
" $4,140,312 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lady Minto Hospital At Cochrane,No Value,No Value
" $7,393,831 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lakeland Long Term Care Services Corporation,No Value,No Value
" $183,289,369 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lakeridge Health,No Value,No Value
" $5,385,745 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Land O'Lakes Community Services,No Value,No Value
" $14,478,163 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lapointe Fisher Nursing Home Ltd,No Value,No Value
" $11,659,008 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Leacock Care Centre (Orillia),No Value,No Value
" $23,634,576 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Leisureworld (2063412 Ontario Limited),No Value,No Value
" $13,724,086 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Leisureworld (2063415 Ontario Limited),No Value,No Value
" $3,012,978 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lennox And Addington County General Hospital,No Value,No Value
" $10,473,299 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Local 837 Nursing Home (Hamilton) Corp,No Value,No Value
" $11,768,564 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Lutheran Homes Kitchener-Waterloo,No Value,No Value
" $15,209,690 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mackenzie Health,No Value,No Value
" $1,000,000 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Manitoulin-Sudbury District Services Board,No Value,No Value
" $6,182,444 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Manorcare Partners I,No Value,No Value
" $4,668,503 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Manorcare Partners Ii,No Value,No Value
" $7,316,869 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Maple Park Lodge (1365853 Ont Ltd O/A),No Value,No Value
" $15,026,997 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Maplewood Nursing Home Ltd,No Value,No Value
" $11,041,558 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Marianhill Inc,No Value,No Value
" $5,250,065 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mariann Nursing Home And Residence,No Value,No Value
" $9,732,221 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Markhaven Incorporated,No Value,No Value
" $11,796,829 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Maryban Holdings Ltd,No Value,No Value
" $8,942,899 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Maxville Manor,No Value,No Value
" $1,564,386 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mccall Centre Long Term Care Interim Unit,No Value,No Value
" $12,027,961 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mccormick Home,No Value,No Value
" $7,499,920 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Meadow Park (Chatham) Nursing Home,No Value,No Value
" $9,349,238 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Meadow Park (London) Inc,No Value,No Value
" $10,048,276 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mennonite Brethern Senior Citizens Home,No Value,No Value
" $10,177,354 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Middlesex Terrace Limited,No Value,No Value
" $11,586,708 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mill Creek Care Centre,No Value,No Value
" $5,752,489 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mirdem Nursing Homes Ltd,No Value,No Value
" $15,213,770 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mississauga Italian Canadian Benevolent Association,No Value,No Value
" $4,608,004 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mississauga Long Term Care Facility Ltc,No Value,No Value
" $6,066,547 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mohawk Council Of Akwesasne,No Value,No Value
" $10,477,983 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Moira Place Ltc Home (Aon Inc),No Value,No Value
" $50,936,790 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mon Sheong Foundation,No Value,No Value
" $6,293,762 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mon Sheong Scarborough Long-Term Care Centre,No Value,No Value
" $2,634,442 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Morriston Park Nursing Home,No Value,No Value
" $4,694,816 ",Ministry Of Long-Term Care,Transfer Payments,No Value,Mount Nemo Christian Nursing Home,No Value,No Value
